iterazione,loss
31250, 0.0008
31300, 0.0008
31350, 0.0008
31400, 0.0008
31450, 0.0008
31500, 0.0008
31550, 0.0008
31600, 0.0008
31650, 0.0007
31700, 0.0007
31750, 0.0007
31800, 0.0007
31850, 0.0007
31900, 0.0007
31950, 0.0007
32000, 0.0007
32050, 0.0007
32100, 0.0007
32150, 0.0007
32200, 0.0007
32250, 0.0007
32300, 0.0007
32350, 0.0007
32400, 0.0007
32450, 0.0007
32500, 0.0007
32550, 0.0007
32600, 0.0007
32650, 0.0007
32700, 0.0007
32750, 0.0015
32800, 0.0010
32850, 0.0010
32900, 0.0009
32950, 0.0009
33000, 0.0009
33050, 0.0009
33100, 0.0009
33150, 0.0009
33200, 0.0008
33250, 0.0008
33300, 0.0008
33350, 0.0008
33400, 0.0008
33450, 0.0008
33500, 0.0008
33550, 0.0008
33600, 0.0008
33650, 0.0008
33700, 0.0008
33750, 0.0008
33800, 0.0008
33850, 0.0008
33900, 0.0007
33950, 0.0007
34000, 0.0007
34050, 0.0007
34100, 0.0007
34150, 0.0007
34200, 0.0007
34250, 0.0007
34300, 0.0007
34350, 0.0007
34400, 0.0007
34450, 0.0007
34500, 0.0007
34550, 0.0007
34600, 0.0007
34650, 0.0007
34700, 0.0007
34750, 0.0007
34800, 0.0007
34850, 0.0007
34900, 0.0007
34950, 0.0007
35000, 0.0007
35050, 0.0007
35100, 0.0007
35150, 0.0007
35200, 0.0007
